"agency_type","address_city","problem","problem_count","month_response","year_response"
"Fire","SAN DIEGO","Odor of Chemical","1","12","2006"
"Fire","SAN DIEGO","Shed/Outbuilding","1","12","2006"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","82","12","2006"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","163","12","2006"
"Fire","SAN DIEGO","Vegetation Fire High","1","12","2006"
"Fire","SAN DIEGO","Vehicle vs Structure","6","12","2006"
"Fire","SAN DIEGO","AID - MEDIC","10","12","2006"
"Fire","SAN DIEGO","Assault/Rape (L1)","179","12","2006"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","5","12","2006"
"Fire","SAN DIEGO","Breathing Problems (L1)","969","12","2006"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","2","12","2006"
"Fire","SAN DIEGO","Chest Pain (L1)","595","12","2006"
"Fire","SAN DIEGO","Choking (L3)","18","12","2006"
"Fire","SAN DIEGO","Convulsions / Seizures (L2)","1","12","2006"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","1","12","2006"
"Fire","SAN DIEGO","Headache (L4)","7","12","2006"
"Fire","SAN DIEGO","Heart Problems (L3)","6","12","2006"
"Fire","SAN DIEGO","Odor of Smoke","8","12","2006"
"Fire","SAN DIEGO","POISON CONTROL","8","12","2006"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","61","12","2006"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","46","12","2006"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","6","12","2006"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","66","12","2006"
"Fire","SAN DIEGO","Rubbish Fire","104","12","2006"
"Fire","SAN DIEGO","SNAKE REMOVAL","1","12","2006"
"Fire","SAN DIEGO","Special Service","20","12","2006"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","40","12","2006"
"Fire","SAN DIEGO","Still alarm","62","12","2006"
"Fire","SAN DIEGO","Structure Residential","73","12","2006"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","778","12","2006"
"Fire","SAN DIEGO","Vehicle Fire","71","12","2006"
"Fire","SAN DIEGO","Vehicle Rescue","37","12","2006"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L4)","2","12","2006"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","54","12","2006"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","4","12","2006"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","4","12","2006"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","13","12","2006"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","121","12","2006"
"Fire","SAN DIEGO","Choking (L1)","35","12","2006"
"Fire","SAN DIEGO","CSA Medical Aid","20","12","2006"
"Fire","SAN DIEGO","Electrocution (L1)","1","12","2006"
"Fire","SAN DIEGO","Elevator Rescue","30","12","2006"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","1","12","2006"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","93","12","2006"
"Fire","SAN DIEGO","Fuel Spill","26","12","2006"
"Fire","SAN DIEGO","Heart Problems (L1)","127","12","2006"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","229","12","2006"
"Fire","SAN DIEGO","Lift Assist","74","12","2006"
"Fire","SAN DIEGO","Miscellaneous Rescue","4","12","2006"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","38","12","2006"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","5","12","2006"
"Fire","SAN DIEGO","Poway Medical Aid","1","12","2006"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","8","12","2006"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","225","12","2006"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","76","12","2006"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","271","12","2006"
"Fire","SAN DIEGO","Smoke Check","55","12","2006"
"Fire","SAN DIEGO","Special Response Team","1","12","2006"
"Fire","SAN DIEGO","Stabbing/Gunshot (L3)","2","12","2006"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","190","12","2006"
"Fire","SAN DIEGO","Traffic Accident (L1)","722","12","2006"
"Fire","SAN DIEGO","Transformer","2","12","2006"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","59","12","2006"
"Fire","SAN DIEGO","Tree","4","12","2006"
"Fire","SAN DIEGO","Vehicle Fire Freeway","48","12","2006"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","47","12","2006"
"Fire","SAN DIEGO","Alert 3 Brown/Mont","1","12","2006"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","11","12","2006"
"Fire","SAN DIEGO","Assault/Rape (L4)","3","12","2006"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","4","12","2006"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","65","12","2006"
"Fire","SAN DIEGO","Boat Fire 1st Alm","1","12","2006"
"Fire","SAN DIEGO","Burns / Explosion (L1)","12","12","2006"
"Fire","SAN DIEGO","Chest Pain (L3)","10","12","2006"
"Fire","SAN DIEGO","Diabetic Problems (L1)","163","12","2006"
"Fire","SAN DIEGO","Diabetic Problems (L4)","1","12","2006"
"Fire","SAN DIEGO","EDT/XRAY","7","12","2006"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L2)","1","12","2006"
"Fire","SAN DIEGO","HazMat","2","12","2006"
"Fire","SAN DIEGO","HazMat Single  Engine","31","12","2006"
"Fire","SAN DIEGO","Headache (L3)","4","12","2006"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","1","12","2006"
"Fire","SAN DIEGO","Investigate","3","12","2006"
"Fire","SAN DIEGO","Medical Aid","59","12","2006"
"Fire","SAN DIEGO","Noxious Odor","11","12","2006"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","196","12","2006"
"Fire","SAN DIEGO","Oven Fire","9","12","2006"
"Fire","SAN DIEGO","Ringing Alarm","370","12","2006"
"Fire","SAN DIEGO","Ringing Alarm Highrise","155","12","2006"
"Fire","SAN DIEGO","Structure Highrise/Hospital","10","12","2006"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","141","12","2006"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","23","12","2006"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","92","12","2006"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","3","12","2006"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","3","12","2006"
"Fire","SAN DIEGO","Vegetation Fire","38","12","2006"
"Fire","SAN DIEGO","Vegetation Fire Low","2","12","2006"
"Fire","SAN DIEGO","Water Removal/Flooding","6","12","2006"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","246","1","2007"
"Fire","SAN DIEGO","Alert 2 Lindbergh","4","1","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","3","1","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","2","1","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","3","1","2007"
"Fire","SAN DIEGO","Assault/Rape (L1)","183","1","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","8","1","2007"
"Fire","SAN DIEGO","Breathing Problems (L1)","1008","1","2007"
"Fire","SAN DIEGO","Choking (L3)","12","1","2007"
"Fire","SAN DIEGO","Diabetic Problems (L3)","29","1","2007"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","1","1","2007"
"Fire","SAN DIEGO","Electrical Short","18","1","2007"
"Fire","SAN DIEGO","Electrocution (L1)","4","1","2007"
"Fire","SAN DIEGO","Elevator Rescue","36","1","2007"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","7","1","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","583","1","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","30","1","2007"
"Fire","SAN DIEGO","Fuel Spill","26","1","2007"
"Fire","SAN DIEGO","Heart Problems (L3)","4","1","2007"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","14","1","2007"
"Fire","SAN DIEGO","Medical Alert Alarm","51","1","2007"
"Fire","SAN DIEGO","Miscellaneous Rescue","9","1","2007"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","6","1","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","52","1","2007"
"Fire","SAN DIEGO","Rubbish Fire","102","1","2007"
"Fire","SAN DIEGO","Smoke Check","51","1","2007"
"Fire","SAN DIEGO","Special Response Team","1","1","2007"
"Fire","SAN DIEGO","Still alarm","61","1","2007"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","80","1","2007"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","75","1","2007"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","749","1","2007"
"Fire","SAN DIEGO","Vehicle vs Structure","15","1","2007"
"Fire","SAN DIEGO","Wires down","6","1","2007"
"Fire","SAN DIEGO","Alert 1","1","1","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","58","1","2007"
"Fire","SAN DIEGO","Assist PD","5","1","2007"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","7","1","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","65","1","2007"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","12","1","2007"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","156","1","2007"
"Fire","SAN DIEGO","Chest Pain (L3)","8","1","2007"
"Fire","SAN DIEGO","Diabetic Problems (L1)","171","1","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","79","1","2007"
"Fire","SAN DIEGO","Fence","2","1","2007"
"Fire","SAN DIEGO","HazMat","6","1","2007"
"Fire","SAN DIEGO","HazMat Single  Engine","21","1","2007"
"Fire","SAN DIEGO","Headache (L1)","42","1","2007"
"Fire","SAN DIEGO","Heart Problems (L1)","102","1","2007"
"Fire","SAN DIEGO","Lift Assist","77","1","2007"
"Fire","SAN DIEGO","Lock in/out","40","1","2007"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","36","1","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","13","1","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L4)","1","1","2007"
"Fire","SAN DIEGO","Shed/Outbuilding","2","1","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","274","1","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","84","1","2007"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","13","1","2007"
"Fire","SAN DIEGO","Tree","7","1","2007"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","142","1","2007"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","2","1","2007"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","39","1","2007"
"Fire","SAN DIEGO","Alert 3 Brown/Mont","1","1","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","12","1","2007"
"Fire","SAN DIEGO","Assault/Rape (L3)","14","1","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","8","1","2007"
"Fire","SAN DIEGO","Burns / Explosion (L1)","8","1","2007"
"Fire","SAN DIEGO","Chest Pain (L1)","629","1","2007"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","357","1","2007"
"Fire","SAN DIEGO","EDT/XRAY","8","1","2007"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","2","1","2007"
"Fire","SAN DIEGO","Headache (L3)","4","1","2007"
"Fire","SAN DIEGO","Headache (L4)","9","1","2007"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","1","1","2007"
"Fire","SAN DIEGO","Odor of Chemical","1","1","2007"
"Fire","SAN DIEGO","Odor of Smoke","9","1","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","56","1","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","9","1","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","53","1","2007"
"Fire","SAN DIEGO","Ringing Alarm","427","1","2007"
"Fire","SAN DIEGO","Special Service","15","1","2007"
"Fire","SAN DIEGO","Structure Residential","77","1","2007"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","3","1","2007"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","5","1","2007"
"Fire","SAN DIEGO","Vegetation Fire Medium","2","1","2007"
"Fire","SAN DIEGO","Vehicle Fire","59","1","2007"
"Fire","SAN DIEGO","AID - MEDIC","19","1","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","2","1","2007"
"Fire","SAN DIEGO","Burns / Explosion (L4)","1","1","2007"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","3","1","2007"
"Fire","SAN DIEGO","Choking (L1)","34","1","2007"
"Fire","SAN DIEGO","Convulsions / Seizures (L3)","1","1","2007"
"Fire","SAN DIEGO","CSA Medical Aid","13","1","2007"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","4","1","2007"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","1","1","2007"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","249","1","2007"
"Fire","SAN DIEGO","Industrial Rescue","1","1","2007"
"Fire","SAN DIEGO","Investigate","3","1","2007"
"Fire","SAN DIEGO","Medical Aid","52","1","2007"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","17","1","2007"
"Fire","SAN DIEGO","Noxious Odor","16","1","2007"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","220","1","2007"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","4","1","2007"
"Fire","SAN DIEGO","Oven Fire","8","1","2007"
"Fire","SAN DIEGO","POISON CONTROL","5","1","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (PD)","8","1","2007"
"Fire","SAN DIEGO","Ringing Alarm Highrise","147","1","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","281","1","2007"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","33","1","2007"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","186","1","2007"
"Fire","SAN DIEGO","Structure Highrise/Hospital","7","1","2007"
"Fire","SAN DIEGO","Traffic Accident (L1)","614","1","2007"
"Fire","SAN DIEGO","Transformer","15","1","2007"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","161","1","2007"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L2)","1","1","2007"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","92","1","2007"
"Fire","SAN DIEGO","Vegetation Fire","47","1","2007"
"Fire","SAN DIEGO","Vegetation Fire Low","4","1","2007"
"Fire","SAN DIEGO","Vehicle Fire Freeway","42","1","2007"
"Fire","SAN DIEGO","Vehicle Rescue","40","1","2007"
"Fire","SAN DIEGO","Water Removal/Flooding","13","1","2007"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","199","2","2007"
"Fire","SAN DIEGO","Alert 1","1","2","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","1","2","2007"
"Fire","SAN DIEGO","Assault/Rape (L3)","10","2","2007"
"Fire","SAN DIEGO","Assist PD","8","2","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","10","2","2007"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","312","2","2007"
"Fire","SAN DIEGO","Diabetic Problems (L3)","28","2","2007"
"Fire","SAN DIEGO","Electrical Short","13","2","2007"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","9","2","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","17","2","2007"
"Fire","SAN DIEGO","Headache (L1)","30","2","2007"
"Fire","SAN DIEGO","Lock in/out","40","2","2007"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","5","2","2007"
"Fire","SAN DIEGO","Odor of Chemical","7","2","2007"
"Fire","SAN DIEGO","Shed/Outbuilding","3","2","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","205","2","2007"
"Fire","SAN DIEGO","Special Service CPTR1","1","2","2007"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","55","2","2007"
"Fire","SAN DIEGO","Tree","4","2","2007"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","137","2","2007"
"Fire","SAN DIEGO","Vehicle Fire","44","2","2007"
"Fire","SAN DIEGO","Vehicle vs Structure","5","2","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","71","2","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","5","2","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","8","2","2007"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","10","2","2007"
"Fire","SAN DIEGO","Choking (L1)","20","2","2007"
"Fire","SAN DIEGO","Cliff Rescue","1","2","2007"
"Fire","SAN DIEGO","CSA Medical Aid","11","2","2007"
"Fire","SAN DIEGO","Electrocution (L1)","3","2","2007"
"Fire","SAN DIEGO","Elevator Rescue","40","2","2007"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","1","2","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","75","2","2007"
"Fire","SAN DIEGO","Fuel Spill","22","2","2007"
"Fire","SAN DIEGO","Heart Problems (L1)","119","2","2007"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","2","2","2007"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","200","2","2007"
"Fire","SAN DIEGO","Investigate","3","2","2007"
"Fire","SAN DIEGO","Lift Assist","47","2","2007"
"Fire","SAN DIEGO","Medical Aid","45","2","2007"
"Fire","SAN DIEGO","Miscellaneous Rescue","4","2","2007"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","25","2","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","13","2","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (PD)","8","2","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","86","2","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","257","2","2007"
"Fire","SAN DIEGO","Smoke Check","28","2","2007"
"Fire","SAN DIEGO","Special Response Team","5","2","2007"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","201","2","2007"
"Fire","SAN DIEGO","Traffic Accident (L1)","610","2","2007"
"Fire","SAN DIEGO","Transformer","1","2","2007"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","84","2","2007"
"Fire","SAN DIEGO","Vegetation Fire Low","2","2","2007"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","3","2","2007"
"Fire","SAN DIEGO","Vehicle Fire Freeway","38","2","2007"
"Fire","SAN DIEGO","Vehicle Fire Tanker","1","2","2007"
"Fire","SAN DIEGO","AID - LIGHT AND AIR","1","2","2007"
"Fire","SAN DIEGO","AID - MEDIC","16","2","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","4","2","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","2","2","2007"
"Fire","SAN DIEGO","Assault/Rape (L1)","182","2","2007"
"Fire","SAN DIEGO","Breathing Problems (L1)","940","2","2007"
"Fire","SAN DIEGO","Breathing Problems (L3)","1","2","2007"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","1","2","2007"
"Fire","SAN DIEGO","Choking (L3)","8","2","2007"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","1","2","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","568","2","2007"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L2)","1","2","2007"
"Fire","SAN DIEGO","Headache (L4)","6","2","2007"
"Fire","SAN DIEGO","Heart Problems (L3)","6","2","2007"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","27","2","2007"
"Fire","SAN DIEGO","Medical Alert Alarm","39","2","2007"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","8","2","2007"
"Fire","SAN DIEGO","Odor of Smoke","16","2","2007"
"Fire","SAN DIEGO","Oven Fire","11","2","2007"
"Fire","SAN DIEGO","POISON CONTROL","3","2","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","41","2","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L2)","1","2","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","7","2","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","63","2","2007"
"Fire","SAN DIEGO","Rubbish Fire","72","2","2007"
"Fire","SAN DIEGO","Special Service","21","2","2007"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","30","2","2007"
"Fire","SAN DIEGO","Still alarm","47","2","2007"
"Fire","SAN DIEGO","Structure Residential","52","2","2007"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","681","2","2007"
"Fire","SAN DIEGO","Vehicle Rescue","26","2","2007"
"Fire","SAN DIEGO","Wires down","4","2","2007"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","37","2","2007"
"Fire","SAN DIEGO","AID - ENGINE","1","2","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","8","2","2007"
"Fire","SAN DIEGO","Assault/Rape (L4)","2","2","2007"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","3","2","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","68","2","2007"
"Fire","SAN DIEGO","Burns / Explosion (L1)","7","2","2007"
"Fire","SAN DIEGO","Burns / Explosion (L3)","2","2","2007"
"Fire","SAN DIEGO","Burns / Explosion (L4)","4","2","2007"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","139","2","2007"
"Fire","SAN DIEGO","Chest Pain (L1)","587","2","2007"
"Fire","SAN DIEGO","Chest Pain (L3)","9","2","2007"
"Fire","SAN DIEGO","Diabetic Problems (L1)","169","2","2007"
"Fire","SAN DIEGO","EDT/XRAY","5","2","2007"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","3","2","2007"
"Fire","SAN DIEGO","HazMat","8","2","2007"
"Fire","SAN DIEGO","HazMat Single  Engine","38","2","2007"
"Fire","SAN DIEGO","Headache (L3)","3","2","2007"
"Fire","SAN DIEGO","Noxious Odor","15","2","2007"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","238","2","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","34","2","2007"
"Fire","SAN DIEGO","Ringing Alarm","382","2","2007"
"Fire","SAN DIEGO","Ringing Alarm Highrise","164","2","2007"
"Fire","SAN DIEGO","Stroke (Cva) (L2)","1","2","2007"
"Fire","SAN DIEGO","Structure Highrise/Hospital","9","2","2007"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","153","2","2007"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","19","2","2007"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","75","2","2007"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","2","2","2007"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","4","2","2007"
"Fire","SAN DIEGO","Vegetation Fire","20","2","2007"
"Fire","SAN DIEGO","Vegetation Fire Medium","3","2","2007"
"Fire","SAN DIEGO","Water Removal/Flooding","9","2","2007"
"Fire","SAN DIEGO","AID - MEDIC","12","3","2007"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","77","3","2007"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","3","3","2007"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","4","3","2007"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","1","3","2007"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","9","3","2007"
"Fire","SAN DIEGO","Choking (L1)","19","3","2007"
"Fire","SAN DIEGO","CSA Medical Aid","18","3","2007"
"Fire","SAN DIEGO","HazMat 1st Alarm","2","3","2007"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","205","3","2007"
"Fire","SAN DIEGO","Lift Assist","72","3","2007"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","6","3","2007"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","15","3","2007"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","2","3","2007"
"Fire","SAN DIEGO","POISON CONTROL","3","3","2007"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","11","3","2007"
"Fire","SAN DIEGO","Psych / Suicide Attempt (PD)","5","3","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","237","3","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","68","3","2007"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","263","3","2007"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","48","3","2007"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","192","3","2007"
"Fire","SAN DIEGO","Traffic Accident (L1)","686","3","2007"
"Fire","SAN DIEGO","Tree","4","3","2007"
